,NAME,WEBSITE_LINK,AVG_DEBT,AVG_MONTHLY_REPAY,FINANCIAL_AID_CALC,SCHOOL_MEDIAN_EARNINGS,NATIONAL_4_YEAR_MEDIAN,EARNINGS_VS_HS_GRAD,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,INDIGENOUS_POP,HAWAIIAN/PACIFIC_ISLANDER_POP,MULTIRACIAL_POP,UNKNOWN_RACE_POP,INTERNATIONAL_POP,COST_AFTER_AID_0_30,COST_AFTER_AID_30_48,COST_AFTER_AID_48_75,COST_AFTER_AID_75_110,COST_AFTER_AID_110,MONTHLY_REPAY_PERCENTAGE
268,Dharma Realm Buddhist University,https://drbu.edu/,,,https://drbu.edu/admissions/financial-aid,,53747.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
269,Diablo Valley College,https://www.dvc.edu/,10021,106.239277603761,https://misweb.cccco.edu/npc/312/npcalc.htm,51378.0,40241.5,0.6054,0.3033,0.0571,0.2893,0.1863,0.0019,0.005,0.0878,0.0281,0.0411,4483.0,5801.0,7996.0,9867.0,8528.0,0.024813564779577482
270,Dominican University of California,https://www.dominican.edu/,27000,286.244935166307,https://www.shoppingsheet.com/Shopping/Landing/dominican,84713.0,53747.0,0.8022,0.2529,0.0518,0.2792,0.3143,0.0026,0.0044,0.0588,0.0061,0.0299,44440.0,45087.0,44771.0,48465.0,53080.0,0.04054795866036717
271,Dominican School of Philosophy & Theology,https://www.dspt.edu/,,,https://dspt.edu/cost-of-attendance,,,,,,,,,,,,,,,,,,
272,East Los Angeles College,www.elac.edu/,10500,111.317474786897,https://misweb.cccco.edu/npc/748/npcalc.htm,42006.0,40241.5,0.5528,0.0901,0.0668,0.655,0.069,0.0017,0.0019,0.0082,0.1015,0.0059,10748.0,11510.0,13786.0,16333.0,16944.0,0.03180044987484559
273,El Camino Community College District,www.elcamino.edu/,PS,PS,www.finaid.org/calculators/studentbudget.phtml,41589.0,40241.5,0.5131,0.1324,0.1264,0.5103,0.1156,0.0023,0.0034,0.0459,0.0463,0.0174,2635.0,2880.0,6658.0,8902.0,8089.0,
274,Emperor's College of Traditional Oriental Medicine,www.emperors.edu/,PS,PS,,,,,,,,,,,,,,,,,,,
275,Empire College,https://empcol.edu/,13000,137.821635450444,https://empcol.edu/student-consumer-information/,43090.0,40241.5,0.697,,,,,,,,,,,,,,,0.03838151834312667
276,Evergreen Valley College,https://www.evc.edu/,13219,140.14339992457,https://misweb.cccco.edu/npc/471/npcalc.htm,53077.0,40241.5,0.6152,0.0767,0.0307,0.4554,0.3697,0.0036,0.0037,0.034,0.0191,0.0071,14206.0,15480.0,18857.0,19853.0,17956.0,0.031684548845918946
277,FIDM-Fashion Institute of Design & Merchandising,www.fidm.edu/,13734,145.603257021261,https://npc.collegeboard.org/student/app/fidm,49840.0,40241.5,0.6295,0.2949,0.0837,0.2646,0.1157,0.0112,0.0096,0.0022,0.0421,0.1758,39297.0,39041.0,41150.0,45431.0,46247.0,0.03505696396980602
278,Feather River Community College District,www.frc.edu/,10750,113.967890853251,https://misweb.cccco.edu/npc/121/npcalc.htm,38142.0,40241.5,0.5538,0.4039,0.1102,0.2727,0.0257,0.0322,0.0161,0.0032,0.1175,0.0185,5195.0,5211.0,6965.0,9975.0,14389.0,0.03585587253523707
279,Federico Beauty Institute,federico.edu/,6333,67.1403397928971,www.federico.edu/disclosures,29856.0,31213.0,0.4306,0.256,0.1195,0.4027,0.1365,0.0068,0.0102,0.058,0.0034,0.0068,26766.0,27777.0,29898.0,31165.0,31807.0,0.02698566711933163
280,Fielding Graduate University,www.fielding.edu/,PS,PS,www.fielding.edu/office-of-financial-aid/,,,,,,,,,,,,,,,,,,
281,Five Branches University,www.fivebranches.edu/,PS,PS,www.fivebranches.edu/dtcm-mtcm/financial-aid/62,,,,,,,,,,,,,,,,,,
282,Redondo Beach Beauty College,rbbeautycollege.com/,PS,PS,https://login.homesteadschools.com/rbbcalc/,,31213.0,,0.141,0.0897,0.2949,0.4615,0.0,0.0,0.0128,0.0,0.0,,,,,,
283,Foothill College,https://foothill.edu/,10500,111.317474786897,https://misweb.cccco.edu/npc/422/npcalc.htm,57072.0,31213.0,0.7094,0.2862,0.0348,0.3215,0.2329,0.0026,0.0098,0.0577,0.0191,0.0354,6477.0,9078.0,10703.0,12354.0,12707.0,0.023405692764276072
284,Franciscan School of Theology,www.fst.edu/,,,www.fst.edu/admissions-aid/tuition-fees/,,,,,,,,,,,,,,,,,,
285,Fredrick and Charles Beauty College,www.fandcbeauty.com/,PS,PS,www.fandcbeauty.com/resources,21826.0,31213.0,0.3878,0.375,0.0556,0.2222,0.0556,0.1667,0.0,0.1111,0.0139,0.0,12677.0,13568.0,,,,
286,Fresno City College,www.fresnocitycollege.edu/,4058,43.0215535890694,https://misweb.cccco.edu/npc/571/npcalc.htm,37361.0,40241.5,0.5014,0.1653,0.0464,0.6411,0.1092,0.0042,0.0019,0.0265,0.0051,0.0003,2802.0,2978.0,5590.0,8193.0,9756.0,0.013818116299586005
287,Fresno Pacific University,www.fresno.edu/,23146,245.386121087383,https://tcc.noellevitz.com/(S(2udqcz4v5juwacioemspbydx))/Fresno Pacific University/Freshman Students,58896.0,53747.0,0.7489,0.202,0.0574,0.6145,0.0448,0.0057,0.0052,0.008,0.0333,0.0293,12482.0,12004.0,15654.0,16669.0,20686.0,0.049997172185693356
288,Fuller Theological Seminary,www.fuller.edu/,PS,PS,www.fuller.edu/about/institutional-reports-and-documents/student-right-to-know-and-consumer-information/,,,,,,,,,,,,,,,,,,
289,Fullerton College,www.fullcoll.edu/,4500,47.7074891943845,https://misweb.cccco.edu/npc/862/npcalc.htm,43366.0,40241.5,0.5698,0.1642,0.0273,0.5863,0.1361,0.0013,0.0019,0.0496,0.0242,0.0091,7486.0,8101.0,10468.0,12048.0,13923.0,0.01320135291086598
290,Gavilan College,https://www.gavilan.edu/,PS,PS,https://misweb.cccco.edu/npc/441/npcalc.htm,47169.0,40241.5,0.6256,0.2197,0.0239,0.6279,0.066,0.0021,0.0039,0.0386,0.0173,0.0005,5178.0,6602.0,9261.0,10387.0,9545.0,
291,Gemological Institute of America-Carlsbad,www.gia.edu/gem-education,PS,PS,www.gia.edu/net-price-calculator,42588.0,31213.0,0.6471,0.1948,0.0325,0.0974,0.1039,0.0,0.0,0.0065,0.1494,0.4156,32032.0,35758.0,,,,
292,Glendale Community College,https://www.glendale.edu/,8972,95.1181317893373,https://misweb.cccco.edu/npc/731/npcalc.htm,41540.0,40241.5,0.5347,0.529,0.0248,0.2927,0.0744,0.0007,0.0016,0.0287,0.0227,0.0253,6359.0,6284.0,10057.0,10295.0,11288.0,0.027477553718633786
293,Glendale Career College,www.success.edu/,9500,100.715810521478,nw.edu/ecamp/npc-nwc/npcalc.htm,41472.0,31213.0,0.6308,0.239,0.0635,0.2496,0.1936,0.0166,0.0091,0.1921,0.0333,0.003,47032.0,45850.0,,,,0.029142306285149883
294,Golden Gate University,www.ggu.edu/,29875,316.724719929386,www.ggu.edu/undergraduate/enrollment/financial-aid/net-price-calculator,87434.0,53747.0,0.8655,0.3228,0.2047,0.2213,0.1048,0.015,0.0283,0.0033,0.0998,0.0,,,,,,0.043469321306958755
295,Golden West College,www.goldenwestcollege.edu/,7179,76.1093477614414,https://misweb.cccco.edu/npc/832/npcalc.htm,43145.0,40241.5,0.561,0.2445,0.0212,0.3407,0.29,0.0009,0.0045,0.0492,0.0176,0.0314,2544.0,3588.0,6041.0,8456.0,6549.0,0.021168436044438448
296,Graduate Theological Union,www.gtu.edu/,,,www.gtu.edu/,,,,,,,,,,,,,,,,,,
297,Grossmont College,https://www.grossmont.edu/,8625,91.439354289237,https://misweb.cccco.edu/npc/022/npcalc.htm,40309.0,40241.5,0.5286,0.396,0.0498,0.3873,0.0632,0.0027,0.0044,0.0491,0.0323,0.0151,3380.0,4346.0,7187.0,7871.0,7111.0,0.02722152004442789
298,Salon Success Academy-Riverside,www.salonsuccessacademy.com/,11884,125.990178130236,www.salonsuccessacademy.com/wp-content/uploads/2021/09/Riverside.html,21777.0,31213.0,,0.0994,0.1345,0.7427,0.0058,0.0,0.0117,0.0,0.0058,0.0,13077.0,14727.0,,,,0.06942563886498747
299,Hartnell College,www.hartnell.edu/,PS,PS,https://misweb.cccco.edu/npc/451/npcalc.htm,44316.0,40241.5,0.5891,0.1046,0.0241,0.737,0.0404,0.0025,0.0022,0.0167,0.0717,0.0008,3462.0,3611.0,6820.0,7495.0,10166.0,
300,Harvey Mudd College,https://www.hmc.edu/,25000,265.041606635469,https://npc.collegeboard.org/student/app/hmc,138687.0,53747.0,0.9091,0.2528,0.0596,0.2097,0.2241,0.0044,0.0022,0.1071,0.0497,0.0905,24203.0,31625.0,8699.0,21312.0,56693.0,0.022932930120527724
301,Hilltop Beauty School,www.hilltopbeautyschool.com/,PS,PS,www.hilltopbeautyschool.com/cosmetology-gedt/,25477.0,31213.0,0.4255,0.0294,0.0294,0.6373,0.0882,0.1863,0.0,0.0,0.0294,0.0,18342.0,17801.0,17401.0,,,
302,Holy Names University,www.hnu.edu/,24125,255.765150403228,https://hnu.edu/admissions-aid/financial-aid/net-price-calculator/,76410.0,53747.0,0.754,0.1436,0.1862,0.2908,0.0851,0.0035,0.0248,0.1028,0.1135,0.0496,14217.0,15168.0,18296.0,2241.0,13187.0,0.040167279215269414
303,Pacifica Graduate Institute,www.pacifica.edu/,PS,PS,https://www.pacifica.edu/financial-aid/cost-of-attendance-2022-2023,,,,,,,,,,,,,,,,,,
304,California State Polytechnic University-Humboldt,www.humboldt.edu/,18000,190.829956777538,https://finaid.humboldt.edu/sites/default/files/calculator/,47626.0,53747.0,0.6265,0.5025,0.0303,0.3062,0.027,0.0169,0.003,0.0664,0.0443,0.0034,8624.0,9775.0,14276.0,18742.0,22539.0,0.048082129117088486
305,Humphreys University-Stockton and Modesto Campuses,www.humphreys.edu/,35500,376.359081422366,www.humphreys.edu/admissions-aid/financial-aid/net-price-calculator/,39248.0,53747.0,0.6483,0.2215,0.0633,0.4241,0.0823,0.0063,0.0127,0.019,0.0253,0.1456,14270.0,,14270.0,,,0.1150710603615061
306,Imperial Valley College,www.imperial.edu/,PS,PS,www.imperial.edu/students/financial-aid-and-scholarships/cost-of-attendance/,34487.0,40241.5,0.4639,0.0383,0.0114,0.9098,0.0062,0.001,0.0003,0.0072,0.0259,0.0,3607.0,3937.0,4427.0,10578.0,5873.0,
307,Institute for Business and Technology,https://ibt.edu/,7853,83.2548694763336,https://ibt.edu/net-price-calculator/,38015.0,31213.0,0.657,0.0814,0.0489,0.6971,0.0733,0.0033,0.0049,0.0049,0.0863,0.0,26193.0,27027.0,28334.0,29943.0,30716.0,0.026280637477732557
308,Interior Designers Institute,https://www.idi.edu/,22082,234.105950308977,https://www.idi.edu/NetPriceCalculator/npcalc.html,54974.0,40241.5,0.7692,0.6146,0.0417,0.1458,0.1146,0.0104,0.0,0.0417,0.0,0.0313,,,,,35958.0,0.051101819109173864
309,International School of Cosmetology,www.toniguy.edu/,13572,143.885787410263,scottsdale.toniguy.edu/net-price-calculator,22101.0,31213.0,0.3835,0.4052,0.0345,0.4569,0.0259,0.0431,0.0086,0.0,0.0259,0.0,27739.0,30307.0,,34266.0,34266.0,0.07812449431804697
310,Irvine Valley College,https://www.ivc.edu/,6500,68.910817725222,https://misweb.cccco.edu/npc/892/npcalc.htm,49156.0,40241.5,0.5857,0.3001,0.0226,0.2474,0.2951,0.0023,0.0023,0.0582,0.0225,0.0495,1804.0,2056.0,6465.0,9032.0,9666.0,0.016822561085170967
311,Bellus Academy-El Cajon,www.bellusacademy.edu/,6333,67.1403397928971,https://www.bellusacademy.edu/wp-content/uploads/2023/03/EC-NPC.html,30807.0,31213.0,0.319,0.3369,0.1176,0.2995,0.0428,0.016,0.0107,0.1551,0.0214,0.0,17540.0,,,,,0.02615263016570147
312,American Jewish University,www.aju.edu/,PS,PS,www.aju.edu/financial-aid/tuition-and-fees/net-price-calculator,61954.0,31213.0,,0.6,0.0667,0.2667,0.0,0.0,0.0,0.0667,0.0,0.0,,,,,,
313,Reedley College,www.reedleycollege.edu/,2819,29.8860915642155,https://misweb.cccco.edu/npc/572/npcalc.htm,38493.0,31213.0,0.5013,0.1552,0.0245,0.7443,0.0457,0.0041,0.0004,0.02,0.0051,0.0006,2123.0,2364.0,6256.0,8987.0,11170.0,0.009316839393411425
314,Life Pacific University,https://lifepacific.edu/,22395,237.424271224053,https://tcc.ruffalonl.com/Life Pacific University/Freshman-Students,43299.0,53747.0,0.5915,0.4101,0.0658,0.3646,0.0405,0.0076,0.0025,0.0709,0.0329,0.0051,18815.0,20019.0,21583.0,28503.0,26551.0,0.06580039388181334
315,University of La Verne,https://www.laverne.edu/,23500,249.139110237341,https://laverne.edu/financial-aid/npc/,65464.0,53747.0,0.7807,0.1653,0.0758,0.623,0.0508,0.0018,0.0048,0.0327,0.0175,0.0282,25769.0,34699.0,40210.0,,41644.0,0.04566890692362355
316,Laguna College of Art and Design,www.lcad.edu/,27000,286.244935166307,https://www.lcad.edu/net-price-calculator/,47867.0,53747.0,0.5243,0.4636,0.0247,0.2222,0.1509,0.0055,0.0041,0.0727,0.0041,0.0521,34814.0,38162.0,38758.0,41298.0,44684.0,0.07176006898271636
317,Lake Tahoe Community College,www.ltcc.edu/,PS,PS,https://misweb.cccco.edu/npc/221/npcalc.htm,36657.0,40241.5,0.512,0.4566,0.0488,0.3044,0.0649,0.0094,0.0076,0.034,0.068,0.0063,10472.0,9797.0,8774.0,14577.0,,
318,Lancaster Beauty School,www.lancasterbeautyschool.com/,6333,67.1403397928971,www.lancasterbeautyschool.com/about/net-price-calculator/,16220.0,31213.0,0.2385,0.1667,0.2727,0.5152,0.0152,0.0,0.0303,0.0,0.0,0.0,19757.0,22979.0,,,26377.0,0.04967226125245161
319,Laney College,laney.edu/,PS,PS,https://laney.edu/financial_aid/financial-literacy/net-price-calculator/,37282.0,40241.5,0.5083,0.1796,0.2242,0.2538,0.2107,0.0031,0.0058,0.0633,0.043,0.0166,13384.0,13497.0,15362.0,17351.0,19321.0,
320,Lassen Community College,www.lassencollege.edu/,PS,PS,https://misweb.cccco.edu/npc/131/npcalc.htm,35994.0,40241.5,0.5875,0.3955,0.1335,0.3166,0.0314,0.0328,0.0098,0.0482,0.0294,0.0028,3789.0,8590.0,12084.0,14028.0,6020.0,
321,Latin American Bible Institute,labi.edu/,,,https://solutions.campusivy.com/Apps/NPC?InstitutionId=38200,,40241.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10347.0,9122.0,12172.0,,,
322,Life Chiropractic College West,www.lifewest.edu/,PS,PS,www.lifewest.edu/prospective-students/financial-aid/cost-of-program/,,,,,,,,,,,,,,,,,,
323,Lincoln University,https://lincolnuca.edu/,PS,PS,file.lincolnuca.edu/2021/Spring 2021/Others/npcalc.html,53695.0,53747.0,0.6129,0.1017,0.5311,0.0452,0.0282,0.0,0.0,0.0,0.0,0.2938,28597.0,,,,,
324,Southern California Seminary,www.socalsem.edu/,PS,PS,www.socalsem.edu/admissions/financial-aid/,39607.0,53747.0,0.7391,0.4839,0.1613,0.2258,0.0645,0.0,0.0645,0.0,0.0,0.0,,,,,,
325,La Sierra University,https://lasierra.edu/,27000,286.244935166307,https://lasierra.edu/sfs/scholarships/,61824.0,53747.0,0.6776,0.0938,0.0617,0.5247,0.1719,0.0016,0.0049,0.0526,0.0,0.0888,20444.0,21894.0,20931.0,24042.0,30493.0,0.055559964123895
326,Loma Linda University,www.llu.edu/index.html,20854,221.087106591043,www.llu.edu/explore/step1.html,89816.0,53747.0,0.9368,0.2198,0.033,0.4187,0.2484,0.0,0.0022,0.0484,0.0,0.0297,,,,,,0.029538671050731675
327,Long Beach City College,www.lbcc.edu/,10500,111.317474786897,https://misweb.cccco.edu/npc/841/npcalc.htm,38870.0,31213.0,0.5173,0.1233,0.1144,0.604,0.091,0.0015,0.0056,0.0536,0.0038,0.0028,4421.0,4584.0,6286.0,6767.0,6405.0,0.03436608431805413
328,Southern California University of Health Sciences,https://www.scuhs.edu/,11400,120.858972625774,https://www.scuhs.edu/financial-aid/,70649.0,31213.0,,0.2544,0.0789,0.3596,0.1754,0.0,0.0,0.0439,0.0702,0.0175,,,,,,0.020528353855104643
329,Los Angeles Harbor College,https://www.lahc.edu/,PS,PS,https://misweb.cccco.edu/npc/742/npcalc.htm,41133.0,40241.5,0.5183,0.1144,0.0985,0.6241,0.093,0.0009,0.0055,0.0361,0.0229,0.0047,11445.0,11683.0,13451.0,15873.0,,
330,Los Angeles Pierce College,www.lapc.edu/,12936,137.143128937457,https://misweb.cccco.edu/npc/744/npcalc.htm,44521.0,40241.5,0.558,0.2597,0.0494,0.5185,0.088,0.0014,0.0015,0.0386,0.0341,0.0088,11309.0,11682.0,14295.0,15800.0,,0.036964972647727676
331,Los Angeles Southwest College,https://www.lasc.edu/,PS,PS,https://misweb.cccco.edu/npc/745/npcalc.htm,32172.0,40241.5,0.4726,0.0678,0.3873,0.432,0.0452,0.0014,0.002,0.034,0.0282,0.0022,5919.0,7370.0,6876.0,10385.0,,
332,Los Angeles Trade Technical College,www.lattc.edu/,10500,111.317474786897,www.lattc.edu/services/financial-aid/determining-financial-need,35233.0,31213.0,0.5249,0.0625,0.1505,0.7031,0.035,0.0019,0.0011,0.0222,0.0196,0.0042,9742.0,10823.0,12780.0,13664.0,,0.03791359513645628
333,Los Angeles Valley College,www.lavc.edu/,10500,111.317474786897,https://misweb.cccco.edu/npc/747/npcalc.htm,42678.0,40241.5,0.5615,0.2906,0.0553,0.5228,0.0651,0.0015,0.0012,0.0278,0.0305,0.0053,10205.0,10192.0,12912.0,13666.0,16345.0,0.03129972579415071
334,The Master's University and Seminary,www.masters.edu/,20500,217.334117441085,https://www.masters.edu/financial-aid/total-cost-calculator,57106.0,53747.0,0.6639,0.6257,0.0187,0.2126,0.0455,0.0007,0.0053,0.0648,0.0267,0.0,23877.0,22846.0,23027.0,28600.0,32680.0,0.045669621568539556
335,Los Angeles City College,www.lacitycollege.edu/,12750,135.171219384089,misweb.cccco.edu/npc/741/npcalc.htm,36190.0,40241.5,0.4858,0.1913,0.0905,0.5191,0.1066,0.002,0.0011,0.0302,0.0319,0.0271,9397.0,9710.0,12138.0,12992.0,,0.044820520381571374
336,Los Angeles County College of Nursing and Allied Health,https://dhs.lacounty.gov/college-of-nursing-and-allied-health/,9500,100.715810521478,,115318.0,40241.5,0.8974,0.1436,0.0615,0.4513,0.2923,0.0051,0.0,0.0462,0.0,0.0,,,,,,0.010480495033366309
337,Los Angeles Mission College,https://www.lamission.edu/,12678,134.407899556979,https://misweb.cccco.edu/npc/743/npcalc.htm,39834.0,40241.5,0.5742,0.121,0.0442,0.7351,0.0429,0.0013,0.0007,0.0166,0.0343,0.0038,11101.0,10799.0,13629.0,15613.0,,0.04049040504804308
338,Los Medanos College,https://www.losmedanos.edu/,PS,PS,https://misweb.cccco.edu/npc/313/npcalc.htm,42454.0,40241.5,0.57,0.1945,0.1212,0.4528,0.1277,0.0024,0.0063,0.0708,0.02,0.0043,4422.0,5097.0,7242.0,8547.0,9243.0,
339,Loyola Marymount University,https://www.lmu.edu/,19500,206.732453175666,https://lmu.studentaidcalculator.com/survey.aspx,78349.0,53747.0,0.7997,0.4116,0.0709,0.2358,0.1004,0.0004,0.0008,0.0775,0.0003,0.1023,34328.0,29367.0,33285.0,39350.0,52592.0,0.03166331973743113
340,Lu Ross Academy,www.lurossacademy.com/,6333,67.1403397928971,www.lurossacademy.com/school/net-price-calculator/,23148.0,31213.0,0.3803,0.1483,0.0,0.8061,0.0152,0.0038,0.0,0.0114,0.0038,0.0114,15025.0,15168.0,17510.0,,19540.0,0.03480577490559725
341,Lyle's College of Beauty,lylescolleges.com/,6333,67.1403397928971,lylescolleges.com/,25913.0,31213.0,0.2136,0.2111,0.0222,0.7111,0.0,0.0222,0.0,0.0,0.0222,0.0111,19478.0,18412.0,23757.0,23734.0,25173.0,0.031091887373702973
342,Lyle's College of  Beauty,lylescolleges.com/,6333,67.1403397928971,lylescolleges.com/,25913.0,31213.0,0.2136,0.2273,0.0682,0.5341,0.125,0.0227,0.0,0.0227,0.0,0.0,17824.0,17841.0,18791.0,20258.0,,0.031091887373702973
343,Lytles Redwood Empire Beauty College,www.lytlesrebc.edu/,8682,92.0436491523658,https://www.lytlesrebc.edu/college/consumer-student-information/,20358.0,31213.0,0.3697,0.6496,0.0171,0.2991,0.0085,0.0256,0.0,0.0,0.0,0.0,22504.0,,,,,0.054255024551939764
344,MTI College,campus.edu/,8836,93.6763054492403,https://sacramento.campus.edu/net-price-calculator,45328.0,31213.0,0.608,0.2143,0.1471,0.3708,0.1334,0.0042,0.0158,0.0452,0.0683,0.0011,19606.0,22917.0,22588.0,25881.0,26926.0,0.02479958668793866
345,College of Marin,www.marin.edu/,10062,106.673945838643,www.marin.edu/financial_aid/NetPriceCalculator/npcalc.htm,42654.0,40241.5,0.5601,0.455,0.0304,0.3512,0.0724,0.0019,0.0027,0.0611,0.0121,0.0132,7925.0,9185.0,10337.0,13049.0,,0.030010956769909405
346,Mendocino College,www.mendocino.edu/,10836,114.879633980077,misweb.cccco.edu/npc/141/npcalc.htm,40243.0,40241.5,0.5391,0.4454,0.0212,0.3872,0.0357,0.0531,0.003,0.0195,0.0336,0.0013,8207.0,8324.0,11367.0,15067.0,,0.03425578629229739
347,Menlo College,www.menlo.edu/,21750,230.586197772858,npc.collegeboard.org/app/menlo,76419.0,53747.0,0.7672,0.1692,0.0356,0.3104,0.0878,0.0076,0.0242,0.1018,0.0483,0.215,21603.0,24072.0,19604.0,29781.0,35083.0,0.03620872261184124
348,Merced College,www.mccd.edu/,PS,PS,https://misweb.cccco.edu/npc/531/npcalc.htm,37815.0,40241.5,0.5276,0.1673,0.036,0.6579,0.075,0.0044,0.0026,0.0314,0.02,0.0053,3928.0,4601.0,7030.0,9475.0,,
349,Merritt College,www.merritt.edu/,PS,PS,https://misweb.cccco.edu/npc/344/npcalc.htm,44392.0,40241.5,0.5787,0.1869,0.2228,0.2847,0.1865,0.0042,0.0048,0.0556,0.0395,0.0151,13947.0,12922.0,18123.0,,,
350,MiraCosta College,www.miracosta.edu/,9000,95.414978388769,https://misweb.cccco.edu/npc/051/npcalc.htm,43845.0,31213.0,0.6139,0.3496,0.0349,0.4385,0.066,0.0033,0.006,0.0665,0.026,0.0093,3825.0,4862.0,7114.0,7402.0,9100.0,0.02611426025009073
351,Mission College,www.missioncollege.edu/,PS,PS,https://misweb.cccco.edu/npc/492/npcalc.htm,50936.0,40241.5,0.6463,0.1291,0.0382,0.3537,0.3719,0.0008,0.0049,0.0706,0.0152,0.0156,5541.0,5563.0,9198.0,8437.0,,
352,Modern Beauty Academy,www.modernbeautyacademy.org/,PS,PS,www.modernbeautyacademy.org/netprice,22477.0,31213.0,,0.0159,0.0,0.8571,0.0159,0.0,0.0,0.0,0.0,0.1111,24815.0,,26442.0,30087.0,,
353,Modesto Junior College,https://www.mjc.edu/,PS,PS,https://misweb.cccco.edu/npc/592/npcalc.htm,42368.0,40241.5,0.5766,0.3337,0.0343,0.544,0.0602,0.0057,0.0113,0.0003,0.0078,0.0025,4463.0,4521.0,11392.0,13809.0,,
354,Moler Barber College,moler.org/,10556,111.91116798576,https://moler.org/docs/net-price-calculator/npcalc.htm,15204.0,31213.0,0.3738,0.0578,0.3719,0.402,0.0402,0.0101,0.0176,0.0327,0.0528,0.0151,23477.0,,,,,0.08832767796823994
355,Middlebury Institute of International Studies at Monterey,https://www.middlebury.edu/institute/,13857,146.907261725908,https://www.middlebury.edu/student-financial-services/financial-tools-and-resources/cost-calculators,76310.0,53747.0,0.7974,0.6154,0.0,0.1538,0.0769,0.0,0.0,0.0,0.0769,0.0769,,,,,,0.023101653003680982
356,Monterey Peninsula College,www.mpc.edu/,PS,PS,www.mpc.edu/financial-aid/getting-started/net-price-calculator,42176.0,40241.5,0.577,0.3011,0.0262,0.495,0.0623,0.0032,0.0082,0.0688,0.0303,0.0049,8723.0,9643.0,10941.0,12625.0,15011.0,
357,Moorpark College,www.moorparkcollege.edu/index.shtml,9500,100.715810521478,www.moorparkcollege.edu/services_for_students/financial_aid/index.shtml,49044.0,40241.5,0.6169,0.3704,0.0212,0.4168,0.0805,0.002,0.0018,0.0848,0.0162,0.0061,330.0,462.0,3029.0,5096.0,2820.0,0.02464296807474382
358,Mt San Antonio College,www.mtsac.edu/,5880,62.3377858806624,www.mtsac.edu/financialaid/resources/npcalc.html,46283.0,40241.5,0.5796,0.0871,0.0367,0.6438,0.1868,0.0013,0.0023,0.0319,0.0019,0.0082,2798.0,3204.0,5432.0,7094.0,3884.0,0.016162595997838272
359,Mount Saint Mary's University,https://www.msmu.edu/,25949,275.102586023351,https://npc.collegeboard.org/app/msmu,72379.0,53747.0,0.7972,0.0883,0.0647,0.5624,0.1766,0.0011,0.0028,0.0124,0.0866,0.0051,28062.0,28889.0,27953.0,30659.0,38531.0,0.045610343224971504
360,Mt San Jacinto Community College District,www.msjc.edu/,PS,PS,www.msjc.edu/StudentServices/FinancialAid/Pages/default.aspx,38319.0,40241.5,0.5178,0.2147,0.0609,0.5279,0.069,0.005,0.0042,0.0515,0.0668,0.0,5632.0,5061.0,7810.0,9352.0,10071.0,
361,Musicians Institute,www.mi.edu/,PS,PS,mi.edu/student-consumer-disclosure/net-price-calculator/,32778.0,31213.0,0.4154,0.2255,0.0662,0.1032,0.0815,0.0051,0.0025,0.0561,0.051,0.4089,33833.0,36466.0,36514.0,38850.0,39963.0,
362,Napa Valley College,https://www.napavalley.edu/,10147,107.575087301204,https://misweb.cccco.edu/npc/241/npcalc.htm,49517.0,40241.5,0.6096,0.2036,0.0473,0.4732,0.1381,0.0024,0.0064,0.0463,0.0818,0.0009,12130.0,11553.0,14871.0,16607.0,,0.026069855758920124
363,National Holistic Institute,www.nhi.edu/,9500,100.715810521478,nhi.edu/how-to-become-a-massage-therapist/net-price-calculator,27978.0,31213.0,0.4358,0.2888,0.1252,0.273,0.0902,0.01,0.005,0.1336,0.0743,0.0,29794.0,31248.0,31848.0,33261.0,34852.0,0.04319785997061033
364,National University,www.nu.edu/,25000,265.041606635469,www.nu.edu/npcalc/npcalc.htm,67548.0,53747.0,0.8316,0.3058,0.1245,0.322,0.0707,0.005,0.0094,0.0576,0.1046,0.0005,27466.0,,,29588.0,33129.0,0.04708502516174614
365,Naval Postgraduate School,https://www.nps.edu/,,,www.nps.edu,,,,,,,,,,,,,,,,,,
366,Newschool of Architecture and Design,www.newschoolarch.edu/,31000,328.651592227982,newschoolarch.edu/admissions/scholarships-and-financial-aid/financial-aid/,68891.0,53747.0,0.7739,0.3493,0.0655,0.3013,0.1004,0.0175,0.0,0.0218,0.0437,0.1004,,46710.0,50126.0,51834.0,,0.057247232682582395
367,North Adrian's College of Beauty Inc,www.adrians.edu/,11000,116.618306919606,www.adrians.edu/net_price_calculator-modesto,27269.0,31213.0,0.275,0.285,0.0881,0.5078,0.0466,0.0155,0.0052,0.0363,0.0155,0.0,19122.0,18948.0,20971.0,25618.0,25618.0,0.05131906865067557
368,North-West College-Pomona,www.north-westcollege.edu/,9500,100.715810521478,nw.edu/ecamp/npc-nwc/npcalc.htm,39876.0,31213.0,0.607,0.1652,0.0841,0.1081,0.1261,0.048,0.015,0.4444,0.009,0.0,30785.0,30885.0,31041.0,31406.0,33679.0,0.03030870012683659
